X (cm)	Y (cm)	Z
-0.900000	-1.950000	150.947433
-1.050000	-1.950000	144.892258
-1.200000	-1.950000	138.162704
-1.350000	-1.950000	130.311813
-1.050000	-2.100000	133.216339
-0.900000	-2.100000	139.119690
-0.750000	-2.100000	144.185883
-0.600000	-2.100000	148.383881
-0.450000	-2.100000	151.852112
-0.300000	-2.100000	154.443878
-0.150000	-2.100000	156.156464
0.000000	-2.100000	156.958191
0.150000	-2.100000	156.815155
0.300000	-2.100000	155.752228
0.450000	-2.100000	153.774475
0.600000	-2.100000	150.917053
0.750000	-2.100000	147.232269
0.900000	-2.100000	142.740250
1.050000	-2.100000	137.270905
0.750000	-2.250000	134.085312
0.600000	-2.250000	138.045090
0.450000	-2.250000	140.814667
0.300000	-2.250000	142.687958
0.150000	-2.250000	143.695648
-0.000000	-2.250000	143.837753
-0.150000	-2.250000	143.123138
-0.300000	-2.250000	141.530823
-0.450000	-2.250000	139.116592
-0.600000	-2.250000	135.807098
-0.750000	-2.250000	131.379074
0.000000	-2.400000	127.940125
